selection_class,level,profile,ep_mode,eds_premiere,eds_terminale,eds_non_poursuivie,eaf_due,math_ea_due,fr_pos_requis,fr_mai_requis,diagnostic_nexus_utile,same_session_basis,instruments,candidate_booklets,candidate_pdfs,coach_keys,estimated_total_duration_min,states_in_class,representative_state,archive,missing_pdfs,ready_to_send
P2|EDS-HGGSP/NT EDS-HLP/N1 EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HGGSP,HLP,oral,non,oui,non,oui,retake_after_failure,EDS-HGGSP/NT EDS-HLP/N1 EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ORAL_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_HLP_NON_POURSUIVIE.pdf SPECIALITE_SES.pdf,10,12,612,2,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HGGSP_EAF-oral_basis-retake_after_failure_FR-POS,,,oui
P2|EDS-HGGSP/NT EDS-HLP/N1 EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HGGSP,HLP,oral,non,oui,oui,oui,retake_after_failure,EDS-HGGSP/NT EDS-HLP/N1 EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ORAL_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_HLP_NON_POURSUIVIE.pdf SPECIALITE_SES.pdf,11,13,672,2,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HGGSP_EAF-oral_basis-retake_after_failure_FR-POS_FR-MAI,,,oui
P2|EDS-HGGSP/NT EDS-HLP/N1 EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard GO/standard PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HGGSP,HLP,oral,non,non,non,non,retake_after_failure,EDS-HGGSP/NT EDS-HLP/N1 EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard GO/standard PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ORAL_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_HLP_NON_POURSUIVIE.pdf SPECIALITE_SES.pdf,7,10,557,2,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HGGSP_EAF-oral_basis-retake_after_failure_sans-diag-utile,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,ecrit,oui,non,non,oui,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,10,10,692,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-ecrit_MATH-EA-due_basis-same_session_article3,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit FR-MAI/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,ecrit,oui,non,oui,oui,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit FR-MAI/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,11,11,752,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-ecrit_MATH-EA-due_basis-same_session_article3_FR-MAI,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,ecrit,oui,oui,non,oui,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,11,12,747,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-ecrit_MATH-EA-due_basis-same_session_article3_FR-POS,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,ecrit,oui,oui,oui,oui,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,12,13,807,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-ecrit_MATH-EA-due_basis-same_session_article3_FR-POS_FR-MAI,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit GO/standard MATH-EA/SPECIFIQUES PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,ecrit,oui,non,non,non,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit GO/standard MATH-EA/SPECIFIQUES PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,8,10,692,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-ecrit_MATH-EA-due_basis-same_session_article3_sans-diag-utile,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,ecrit,non,non,non,oui,retake_after_failure,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,9,9,617,2,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-ecrit_basis-retake_after_failure,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit FR-MAI/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,ecrit,non,non,oui,oui,retake_after_failure,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit FR-MAI/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,10,10,677,2,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-ecrit_basis-retake_after_failure_FR-MAI,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,ecrit,non,oui,non,oui,retake_after_failure,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,10,11,672,2,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-ecrit_basis-retake_after_failure_FR-POS,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,ecrit,non,oui,oui,oui,retake_after_failure,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,11,12,732,2,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-ecrit_basis-retake_after_failure_FR-POS_FR-MAI,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit GO/standard PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,ecrit,non,non,non,non,retake_after_failure,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/ecrit GO/standard PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,7,9,617,2,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-ecrit_basis-retake_after_failure_sans-diag-utile,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,les_deux,oui,non,non,oui,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,10,11,722,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-les_deux_MATH-EA-due_basis-same_session_article3,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard FR-MAI/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,les_deux,oui,non,oui,oui,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard FR-MAI/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,11,12,782,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-les_deux_MATH-EA-due_basis-same_session_article3_FR-MAI,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,les_deux,oui,oui,non,oui,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,11,13,777,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-les_deux_MATH-EA-due_basis-same_session_article3_FR-POS,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,les_deux,oui,oui,oui,oui,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,12,14,837,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-les_deux_MATH-EA-due_basis-same_session_article3_FR-POS_FR-MAI,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard GO/standard MATH-EA/SPECIFIQUES PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,les_deux,oui,non,non,non,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard GO/standard MATH-EA/SPECIFIQUES PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,8,11,722,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-les_deux_MATH-EA-due_basis-same_session_article3_sans-diag-utile,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,les_deux,non,non,non,oui,retake_after_failure,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,9,10,647,2,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-les_deux_basis-retake_after_failure,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard FR-MAI/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,les_deux,non,non,oui,oui,retake_after_failure,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard FR-MAI/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,10,11,707,2,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-les_deux_basis-retake_after_failure_FR-MAI,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,les_deux,non,oui,non,oui,retake_after_failure,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,10,12,702,2,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-les_deux_basis-retake_after_failure_FR-POS,,,oui
